Journal title,Year,Source ID,Publications
international journal of clinical and experimental hypnosis,2003,26550,24
international journal of clinical and experimental hypnosis,2004,26550,25
international journal of clinical and experimental hypnosis,2005,26550,22
international journal of clinical and experimental hypnosis,2006,26550,32
international journal of clinical and experimental hypnosis,2007,26550,30
international journal of clinical and experimental hypnosis,2008,26550,30
international journal of clinical and experimental hypnosis,2009,26550,26
international journal of clinical and experimental hypnosis,2010,26550,30
international journal of clinical and experimental hypnosis,2011,26550,30
international journal of clinical and experimental hypnosis,2012,26550,25
international journal of clinical and experimental hypnosis,2013,26550,30
international journal of clinical and experimental hypnosis,2014,26550,27
international journal of clinical and experimental hypnosis,2015,26550,30
international journal of clinical and experimental hypnosis,2016,26550,30
international journal of clinical and experimental hypnosis,2017,26550,25
international journal of clinical and experimental hypnosis,2018,26550,25
international journal of clinical and experimental hypnosis,2019,26550,24
international journal of clinical and experimental hypnosis,2020,26550,36
international journal of clinical and experimental hypnosis,2021,26550,29
international journal of clinical and health psychology,1942,,0
international journal of clinical and health psychology,1943,,0
international journal of clinical and health psychology,1944,,0
international journal of clinical and health psychology,1945,,0
international journal of clinical and health psychology,1946,,0
international journal of clinical and health psychology,1947,,0
international journal of clinical and health psychology,1948,,0
international journal of clinical and health psychology,1949,,0
international journal of clinical and health psychology,1950,,0
international journal of clinical and health psychology,1951,,0
international journal of clinical and health psychology,1952,,0
international journal of clinical and health psychology,1953,,0
international journal of clinical and health psychology,1954,,0
international journal of clinical and health psychology,1955,,0
international journal of clinical and health psychology,1956,,0
international journal of clinical and health psychology,1957,,0
international journal of clinical and health psychology,1958,,0
international journal of clinical and health psychology,1959,,0
international journal of clinical and health psychology,1960,,0
international journal of clinical and health psychology,1961,,0
international journal of clinical and health psychology,1962,,0
international journal of clinical and health psychology,1963,,0
international journal of clinical and health psychology,1964,,0
international journal of clinical and health psychology,1965,,0
international journal of clinical and health psychology,1966,,0
international journal of clinical and health psychology,1967,,0
international journal of clinical and health psychology,1968,,0
international journal of clinical and health psychology,1969,,0
international journal of clinical and health psychology,1970,,0
international journal of clinical and health psychology,1971,,0
international journal of clinical and health psychology,1972,,0
international journal of clinical and health psychology,1973,,0
international journal of clinical and health psychology,1974,,0
international journal of clinical and health psychology,1975,,0
international journal of clinical and health psychology,1976,,0
international journal of clinical and health psychology,1977,,0
international journal of clinical and health psychology,1978,,0
international journal of clinical and health psychology,1979,,0
international journal of clinical and health psychology,1980,,0
international journal of clinical and health psychology,1981,,0
international journal of clinical and health psychology,1982,,0
international journal of clinical and health psychology,1983,,0
international journal of clinical and health psychology,1984,,0
international journal of clinical and health psychology,1985,,0
international journal of clinical and health psychology,1986,,0
international journal of clinical and health psychology,1987,,0
international journal of clinical and health psychology,1988,,0
international journal of clinical and health psychology,1989,,0
international journal of clinical and health psychology,1990,,0
international journal of clinical and health psychology,1991,,0
international journal of clinical and health psychology,1992,,0
international journal of clinical and health psychology,1993,,0
international journal of clinical and health psychology,1994,,0
international journal of clinical and health psychology,1995,,0
international journal of clinical and health psychology,1996,,0
international journal of clinical and health psychology,1997,,0
international journal of clinical and health psychology,1998,,0
international journal of clinical and health psychology,1999,,0
international journal of clinical and health psychology,2000,,0
international journal of clinical and health psychology,2001,,0
international journal of clinical and health psychology,2002,,0
international journal of clinical and health psychology,2003,,0
international journal of clinical and health psychology,2004,,0
international journal of clinical and health psychology,2005,3900148209,34
international journal of clinical and health psychology,2006,3900148209,42
international journal of clinical and health psychology,2007,3900148209,56
international journal of clinical and health psychology,2008,3900148209,45
international journal of clinical and health psychology,2009,3900148209,31
international journal of clinical and health psychology,2010,3900148209,30
international journal of clinical and health psychology,2011,3900148209,29
international journal of clinical and health psychology,2012,3900148209,30
international journal of clinical and health psychology,2013,3900148209,30
international journal of clinical and health psychology,2014,3900148209,30
international journal of clinical and health psychology,2015,3900148209,35
international journal of clinical and health psychology,2016,3900148209,25
international journal of clinical and health psychology,2017,3900148209,30
international journal of clinical and health psychology,2018,3900148209,30
international journal of clinical and health psychology,2019,3900148209,30
international journal of clinical and health psychology,2020,3900148209,30
international journal of clinical and health psychology,2021,3900148209,29
international journal of comparative psychology,1942,,0
international journal of comparative psychology,1943,,0
international journal of comparative psychology,1944,,0
international journal of comparative psychology,1945,,0
international journal of comparative psychology,1946,,0
international journal of comparative psychology,1947,,0
international journal of comparative psychology,1948,,0
international journal of comparative psychology,1949,,0
international journal of comparative psychology,1950,,0
international journal of comparative psychology,1951,,0
international journal of comparative psychology,1952,,0
international journal of comparative psychology,1953,,0
international journal of comparative psychology,1954,,0
international journal of comparative psychology,1955,,0
international journal of comparative psychology,1956,,0
international journal of comparative psychology,1957,,0
international journal of comparative psychology,1958,,0
international journal of comparative psychology,1959,,0
international journal of comparative psychology,1960,,0
international journal of comparative psychology,1961,,0
international journal of comparative psychology,1962,,0
international journal of comparative psychology,1963,,0
international journal of comparative psychology,1964,,0
international journal of comparative psychology,1965,,0
international journal of comparative psychology,1966,,0
international journal of comparative psychology,1967,,0
international journal of comparative psychology,1968,,0
international journal of comparative psychology,1969,,0
international journal of comparative psychology,1970,,0
international journal of comparative psychology,1971,,0
international journal of comparative psychology,1972,,0
international journal of comparative psychology,1973,,0
international journal of comparative psychology,1974,,0
international journal of comparative psychology,1975,,0
international journal of comparative psychology,1976,,0
international journal of comparative psychology,1977,,0
international journal of comparative psychology,1978,,0
international journal of comparative psychology,1979,,0
international journal of comparative psychology,1980,,0
international journal of comparative psychology,1981,,0
international journal of comparative psychology,1982,,0
international journal of comparative psychology,1983,,0
international journal of comparative psychology,1984,,0
international journal of comparative psychology,1985,,0
international journal of comparative psychology,1986,,0
international journal of comparative psychology,1987,,0
international journal of comparative psychology,1988,,0
international journal of comparative psychology,1989,,0
international journal of comparative psychology,1990,,0
international journal of comparative psychology,1991,,0
international journal of comparative psychology,1992,,0
international journal of comparative psychology,1993,,0
international journal of comparative psychology,1994,,0
international journal of comparative psychology,1995,,0
international journal of comparative psychology,1996,,0
international journal of comparative psychology,1997,,0
international journal of comparative psychology,1998,,0
international journal of comparative psychology,1999,,0
international journal of comparative psychology,2000,,0
international journal of comparative psychology,2001,,0
international journal of comparative psychology,2002,,0
international journal of comparative psychology,2003,,0
international journal of comparative psychology,2004,,0
international journal of comparative psychology,2005,,0
international journal of comparative psychology,2006,,0
international journal of comparative psychology,2007,,0
international journal of comparative psychology,2008,,0
international journal of comparative psychology,2009,,0
international journal of comparative psychology,2010,,0
international journal of comparative psychology,2011,,0
international journal of comparative psychology,2012,,0
international journal of comparative psychology,2013,,0
international journal of comparative psychology,2014,,0
international journal of comparative psychology,2015,14888,33
international journal of comparative psychology,2016,14888,26
international journal of comparative psychology,2017,14888,34
international journal of comparative psychology,2018,14888,41
international journal of comparative psychology,2019,14888,21
international journal of comparative psychology,2020,14888,22
international journal of comparative psychology,2021,14888,2
"international journal of cyber behavior, psychology and learning",1942,,0
"international journal of cyber behavior, psychology and learning",1943,,0
"international journal of cyber behavior, psychology and learning",1944,,0
"international journal of cyber behavior, psychology and learning",1945,,0
"international journal of cyber behavior, psychology and learning",1946,,0
"international journal of cyber behavior, psychology and learning",1947,,0
"international journal of cyber behavior, psychology and learning",1948,,0
"international journal of cyber behavior, psychology and learning",1949,,0
"international journal of cyber behavior, psychology and learning",1950,,0
"international journal of cyber behavior, psychology and learning",1951,,0
"international journal of cyber behavior, psychology and learning",1952,,0
"international journal of cyber behavior, psychology and learning",1953,,0
"international journal of cyber behavior, psychology and learning",1954,,0
"international journal of cyber behavior, psychology and learning",1955,,0
"international journal of cyber behavior, psychology and learning",1956,,0
"international journal of cyber behavior, psychology and learning",1957,,0
"international journal of cyber behavior, psychology and learning",1958,,0
"international journal of cyber behavior, psychology and learning",1959,,0
"international journal of cyber behavior, psychology and learning",1960,,0
"international journal of cyber behavior, psychology and learning",1961,,0
"international journal of cyber behavior, psychology and learning",1962,,0
"international journal of cyber behavior, psychology and learning",1963,,0
"international journal of cyber behavior, psychology and learning",1964,,0
"international journal of cyber behavior, psychology and learning",1965,,0
"international journal of cyber behavior, psychology and learning",1966,,0
"international journal of cyber behavior, psychology and learning",1967,,0
"international journal of cyber behavior, psychology and learning",1968,,0
"international journal of cyber behavior, psychology and learning",1969,,0
"international journal of cyber behavior, psychology and learning",1970,,0
"international journal of cyber behavior, psychology and learning",1971,,0
"international journal of cyber behavior, psychology and learning",1972,,0
"international journal of cyber behavior, psychology and learning",1973,,0
"international journal of cyber behavior, psychology and learning",1974,,0
"international journal of cyber behavior, psychology and learning",1975,,0
"international journal of cyber behavior, psychology and learning",1976,,0
"international journal of cyber behavior, psychology and learning",1977,,0
"international journal of cyber behavior, psychology and learning",1978,,0
"international journal of cyber behavior, psychology and learning",1979,,0
"international journal of cyber behavior, psychology and learning",1980,,0
"international journal of cyber behavior, psychology and learning",1981,,0
"international journal of cyber behavior, psychology and learning",1982,,0
"international journal of cyber behavior, psychology and learning",1983,,0
"international journal of cyber behavior, psychology and learning",1984,,0
"international journal of cyber behavior, psychology and learning",1985,,0
"international journal of cyber behavior, psychology and learning",1986,,0
"international journal of cyber behavior, psychology and learning",1987,,0
"international journal of cyber behavior, psychology and learning",1988,,0
"international journal of cyber behavior, psychology and learning",1989,,0
"international journal of cyber behavior, psychology and learning",1990,,0
"international journal of cyber behavior, psychology and learning",1991,,0
"international journal of cyber behavior, psychology and learning",1992,,0
"international journal of cyber behavior, psychology and learning",1993,,0
"international journal of cyber behavior, psychology and learning",1994,,0
"international journal of cyber behavior, psychology and learning",1995,,0
"international journal of cyber behavior, psychology and learning",1996,,0
"international journal of cyber behavior, psychology and learning",1997,,0
"international journal of cyber behavior, psychology and learning",1998,,0
"international journal of cyber behavior, psychology and learning",1999,,0
"international journal of cyber behavior, psychology and learning",2000,,0
"international journal of cyber behavior, psychology and learning",2001,,0
"international journal of cyber behavior, psychology and learning",2002,,0
"international journal of cyber behavior, psychology and learning",2003,,0
"international journal of cyber behavior, psychology and learning",2004,,0
"international journal of cyber behavior, psychology and learning",2005,,0
"international journal of cyber behavior, psychology and learning",2006,,0
"international journal of cyber behavior, psychology and learning",2007,,0
"international journal of cyber behavior, psychology and learning",2008,,0
"international journal of cyber behavior, psychology and learning",2009,,0
"international journal of cyber behavior, psychology and learning",2010,,0
"international journal of cyber behavior, psychology and learning",2011,21100253384,16
"international journal of cyber behavior, psychology and learning",2012,21100253384,21
"international journal of cyber behavior, psychology and learning",2013,21100253384,24
"international journal of cyber behavior, psychology and learning",2014,21100253384,23
"international journal of cyber behavior, psychology and learning",2015,21100253384,22
"international journal of cyber behavior, psychology and learning",2016,21100253384,24
"international journal of cyber behavior, psychology and learning",2017,21100253384,24
"international journal of cyber behavior, psychology and learning",2018,21100253384,15
"international journal of cyber behavior, psychology and learning",2019,21100253384,14
"international journal of cyber behavior, psychology and learning",2020,21100253384,16
"international journal of cyber behavior, psychology and learning",2021,21100253384,16
"international journal of disability, development and education",1942,,0
"international journal of disability, development and education",1943,,0
"international journal of disability, development and education",1944,,0
"international journal of disability, development and education",1945,,0
"international journal of disability, development and education",1946,,0
"international journal of disability, development and education",1947,,0
"international journal of disability, development and education",1948,,0
"international journal of disability, development and education",1949,,0
"international journal of disability, development and education",1950,,0
"international journal of disability, development and education",1951,,0
"international journal of disability, development and education",1952,,0
"international journal of disability, development and education",1953,,0
"international journal of disability, development and education",1954,,0
"international journal of disability, development and education",1955,,0
"international journal of disability, development and education",1956,,0
"international journal of disability, development and education",1957,,0
"international journal of disability, development and education",1958,,0
"international journal of disability, development and education",1959,,0
"international journal of disability, development and education",1960,,0
"international journal of disability, development and education",1961,,0
"international journal of disability, development and education",1962,,0
"international journal of disability, development and education",1963,,0
"international journal of disability, development and education",1964,,0
"international journal of disability, development and education",1965,,0
"international journal of disability, development and education",1966,,0
"international journal of disability, development and education",1967,,0
"international journal of disability, development and education",1968,,0
"international journal of disability, development and education",1969,,0
"international journal of disability, development and education",1970,,0
"international journal of disability, development and education",1971,,0
"international journal of disability, development and education",1972,,0
"international journal of disability, development and education",1973,,0
"international journal of disability, development and education",1974,,0
"international journal of disability, development and education",1975,,0
"international journal of disability, development and education",1976,,0
"international journal of disability, development and education",1977,,0
"international journal of disability, development and education",1978,,0
"international journal of disability, development and education",1979,,0
"international journal of disability, development and education",1980,,0
"international journal of disability, development and education",1981,,0
"international journal of disability, development and education",1982,,0
"international journal of disability, development and education",1983,,0
"international journal of disability, development and education",1984,,0
"international journal of disability, development and education",1985,,0
"international journal of disability, development and education",1986,,0
"international journal of disability, development and education",1987,,0
"international journal of disability, development and education",1988,,0
"international journal of disability, development and education",1989,22108,20
"international journal of disability, development and education",1990,22108,24
"international journal of disability, development and education",1991,22108,19
"international journal of disability, development and education",1992,22108,22
"international journal of disability, development and education",1993,22108,20
"international journal of disability, development and education",1994,22108,20
"international journal of disability, development and education",1995,22108,15
"international journal of disability, development and education",1996,22108,9
"international journal of disability, development and education",1997,22108,17
"international journal of disability, development and education",1998,22108,34
"international journal of disability, development and education",1999,22108,32
"international journal of disability, development and education",2000,22108,31
"international journal of disability, development and education",2001,22108,29
"international journal of disability, development and education",2002,22108,15
"international journal of disability, development and education",2003,22108,27
"international journal of disability, development and education",2004,22108,22
"international journal of disability, development and education",2005,22108,18
"international journal of disability, development and education",2006,22108,30
"international journal of disability, development and education",2007,22108,24
"international journal of disability, development and education",2008,22108,24
"international journal of disability, development and education",2009,22108,27
"international journal of disability, development and education",2010,22108,25
"international journal of disability, development and education",2011,22108,29
"international journal of disability, development and education",2012,22108,32
"international journal of disability, development and education",2013,22108,29
"international journal of disability, development and education",2014,22108,33
"international journal of disability, development and education",2015,22108,42
"international journal of disability, development and education",2016,22108,41
"international journal of disability, development and education",2017,22108,40
"international journal of disability, development and education",2018,22108,40
"international journal of disability, development and education",2019,22108,41
"international journal of disability, development and education",2020,22108,163
"international journal of disability, development and education",2021,22108,153
international journal of early years education,1942,,0
international journal of early years education,1943,,0
international journal of early years education,1944,,0
international journal of early years education,1945,,0
international journal of early years education,1946,,0
international journal of early years education,1947,,0
international journal of early years education,1948,,0
international journal of early years education,1949,,0
international journal of early years education,1950,,0
international journal of early years education,1951,,0
international journal of early years education,1952,,0
international journal of early years education,1953,,0
international journal of early years education,1954,,0
international journal of early years education,1955,,0
international journal of early years education,1956,,0
international journal of early years education,1957,,0
international journal of early years education,1958,,0
international journal of early years education,1959,,0
international journal of early years education,1960,,0
international journal of early years education,1961,,0
international journal of early years education,1962,,0
international journal of early years education,1963,,0
international journal of early years education,1964,,0
international journal of early years education,1965,,0
international journal of early years education,1966,,0
international journal of early years education,1967,,0
international journal of early years education,1968,,0
international journal of early years education,1969,,0
international journal of early years education,1970,,0
international journal of early years education,1971,,0
international journal of early years education,1972,,0
international journal of early years education,1973,,0
international journal of early years education,1974,,0
international journal of early years education,1975,,0
international journal of early years education,1976,,0
international journal of early years education,1977,,0
international journal of early years education,1978,,0
international journal of early years education,1979,,0
international journal of early years education,1980,,0
international journal of early years education,1981,,0
international journal of early years education,1982,,0
international journal of early years education,1983,,0
international journal of early years education,1984,,0
international journal of early years education,1985,,0
international journal of early years education,1986,,0
international journal of early years education,1987,,0
international journal of early years education,1988,,0
international journal of early years education,1989,,0
international journal of early years education,1990,,0
international journal of early years education,1991,,0
international journal of early years education,1992,,0
international journal of early years education,1993,5700154766,27
international journal of early years education,1994,5700154766,9
international journal of early years education,1995,5700154766,22
international journal of early years education,1996,5700154766,19
international journal of early years education,1997,5700154766,21
international journal of early years education,1998,5700154766,25
international journal of early years education,1999,5700154766,19
international journal of early years education,2000,5700154766,7
international journal of early years education,2001,5700154766,12
international journal of early years education,2002,5700154766,6
international journal of early years education,2003,5700154766,25
international journal of early years education,2004,5700154766,17
international journal of early years education,2005,5700154766,14
international journal of early years education,2006,5700154766,16
international journal of early years education,2007,5700154766,17
international journal of early years education,2008,5700154766,18
international journal of early years education,2009,5700154766,1
international journal of early years education,2010,5700154766,26
international journal of early years education,2011,5700154766,23
international journal of early years education,2012,5700154766,32
international journal of early years education,2013,5700154766,27
international journal of early years education,2014,5700154766,36
international journal of early years education,2015,5700154766,32
international journal of early years education,2016,5700154766,29
international journal of early years education,2017,5700154766,31
international journal of early years education,2018,5700154766,35
international journal of early years education,2019,5700154766,36
international journal of early years education,2020,5700154766,68
international journal of early years education,2021,5700154766,78
international journal of game-based learning,1942,,0
international journal of game-based learning,1943,,0
international journal of game-based learning,1944,,0
international journal of game-based learning,1945,,0
international journal of game-based learning,1946,,0
international journal of game-based learning,1947,,0
international journal of game-based learning,1948,,0
international journal of game-based learning,1949,,0
international journal of game-based learning,1950,,0
international journal of game-based learning,1951,,0
international journal of game-based learning,1952,,0
international journal of game-based learning,1953,,0
international journal of game-based learning,1954,,0
international journal of game-based learning,1955,,0
international journal of game-based learning,1956,,0
international journal of game-based learning,1957,,0
international journal of game-based learning,1958,,0
international journal of game-based learning,1959,,0
international journal of game-based learning,1960,,0
international journal of game-based learning,1961,,0
international journal of game-based learning,1962,,0
international journal of game-based learning,1963,,0
international journal of game-based learning,1964,,0
international journal of game-based learning,1965,,0
international journal of game-based learning,1966,,0
international journal of game-based learning,1967,,0
international journal of game-based learning,1968,,0
international journal of game-based learning,1969,,0
international journal of game-based learning,1970,,0
international journal of game-based learning,1971,,0
international journal of game-based learning,1972,,0
international journal of game-based learning,1973,,0
international journal of game-based learning,1974,,0
international journal of game-based learning,1975,,0
international journal of game-based learning,1976,,0
international journal of game-based learning,1977,,0
international journal of game-based learning,1978,,0
international journal of game-based learning,1979,,0
international journal of game-based learning,1980,,0
international journal of game-based learning,1981,,0
international journal of game-based learning,1982,,0
international journal of game-based learning,1983,,0
international journal of game-based learning,1984,,0
international journal of game-based learning,1985,,0
international journal of game-based learning,1986,,0
international journal of game-based learning,1987,,0
international journal of game-based learning,1988,,0
international journal of game-based learning,1989,,0
international journal of game-based learning,1990,,0
international journal of game-based learning,1991,,0
international journal of game-based learning,1992,,0
international journal of game-based learning,1993,,0
international journal of game-based learning,1994,,0
international journal of game-based learning,1995,,0
international journal of game-based learning,1996,,0
international journal of game-based learning,1997,,0
international journal of game-based learning,1998,,0
international journal of game-based learning,1999,,0
international journal of game-based learning,2000,,0
international journal of game-based learning,2001,,0
international journal of game-based learning,2002,,0
international journal of game-based learning,2003,,0
international journal of game-based learning,2004,,0
international journal of game-based learning,2005,,0
international journal of game-based learning,2006,,0
international journal of game-based learning,2007,,0
international journal of game-based learning,2008,,0
international journal of game-based learning,2009,,0
international journal of game-based learning,2010,,0
international journal of game-based learning,2011,21100267903,27
international journal of game-based learning,2012,21100267903,23
international journal of game-based learning,2013,21100267903,23
international journal of game-based learning,2014,21100267903,20
international journal of game-based learning,2015,21100267903,17
international journal of game-based learning,2016,21100267903,18
international journal of game-based learning,2017,21100267903,24
international journal of game-based learning,2018,21100267903,19
international journal of game-based learning,2019,21100267903,15
international journal of game-based learning,2020,21100267903,16
international journal of game-based learning,2021,21100267903,17
international journal of group psychotherapy,1942,,0
international journal of group psychotherapy,1943,,0
international journal of group psychotherapy,1944,,0
international journal of group psychotherapy,1945,,0
international journal of group psychotherapy,1946,,0
international journal of group psychotherapy,1947,,0
international journal of group psychotherapy,1948,,0
international journal of group psychotherapy,1949,,0
international journal of group psychotherapy,1950,,0
international journal of group psychotherapy,1951,,0
international journal of group psychotherapy,1952,,0
international journal of group psychotherapy,1953,,0
international journal of group psychotherapy,1954,,0
international journal of group psychotherapy,1955,,0
international journal of group psychotherapy,1956,,0
international journal of group psychotherapy,1957,,0
international journal of group psychotherapy,1958,,0
international journal of group psychotherapy,1959,,0
international journal of group psychotherapy,1960,,0
international journal of group psychotherapy,1961,14891,1
international journal of group psychotherapy,1962,14891,30
international journal of group psychotherapy,1963,14891,38
international journal of group psychotherapy,1964,14891,44
international journal of group psychotherapy,1965,14891,43
international journal of group psychotherapy,1966,14891,41
international journal of group psychotherapy,1967,14891,44
international journal of group psychotherapy,1968,14891,30
international journal of group psychotherapy,1969,14891,47
international journal of group psychotherapy,1970,14891,38
international journal of group psychotherapy,1971,14891,40
international journal of group psychotherapy,1972,14891,38
international journal of group psychotherapy,1973,14891,33
international journal of group psychotherapy,1974,14891,36
international journal of group psychotherapy,1975,14891,35
international journal of group psychotherapy,1976,14891,37
international journal of group psychotherapy,1977,14891,25
international journal of group psychotherapy,1978,14891,35
international journal of group psychotherapy,1979,14891,35
international journal of group psychotherapy,1980,14891,30
international journal of group psychotherapy,1981,14891,29
international journal of group psychotherapy,1982,14891,31
international journal of group psychotherapy,1983,14891,31
international journal of group psychotherapy,1984,14891,41
international journal of group psychotherapy,1985,14891,32
international journal of group psychotherapy,1986,14891,37
international journal of group psychotherapy,1987,14891,27
international journal of group psychotherapy,1988,14891,32
international journal of group psychotherapy,1989,14891,33
international journal of group psychotherapy,1990,14891,28
international journal of group psychotherapy,1991,14891,31
international journal of group psychotherapy,1992,14891,31
international journal of group psychotherapy,1993,14891,27
international journal of group psychotherapy,1994,14891,29
international journal of group psychotherapy,1995,14891,30
international journal of group psychotherapy,1996,14891,35
international journal of group psychotherapy,1997,14891,29
international journal of group psychotherapy,1998,14891,27
international journal of group psychotherapy,1999,14891,37
international journal of group psychotherapy,2000,14891,35
international journal of group psychotherapy,2001,14891,46
international journal of group psychotherapy,2002,14891,34
international journal of group psychotherapy,2003,14891,26
international journal of group psychotherapy,2004,14891,28
international journal of group psychotherapy,2005,14891,34
international journal of group psychotherapy,2006,14891,33
international journal of group psychotherapy,2007,14891,37
international journal of group psychotherapy,2008,14891,30
international journal of group psychotherapy,2009,14891,35
international journal of group psychotherapy,2010,14891,34
international journal of group psychotherapy,2011,14891,40
international journal of group psychotherapy,2012,14891,40
international journal of group psychotherapy,2013,14891,35
international journal of group psychotherapy,2014,14891,45
international journal of group psychotherapy,2015,14891,47
international journal of group psychotherapy,2016,14891,41
international journal of group psychotherapy,2017,14891,59
international journal of group psychotherapy,2018,14891,38
international journal of group psychotherapy,2019,14891,27
international journal of group psychotherapy,2020,14891,28
international journal of group psychotherapy,2021,14891,28
international journal of psychology,1942,,0
international journal of psychology,1943,,0
international journal of psychology,1944,,0
international journal of psychology,1945,,0
international journal of psychology,1946,,0
international journal of psychology,1947,,0
international journal of psychology,1948,,0
international journal of psychology,1949,,0
international journal of psychology,1950,,0
international journal of psychology,1951,,0
international journal of psychology,1952,,0
international journal of psychology,1953,,0
international journal of psychology,1954,,0
international journal of psychology,1955,,0
international journal of psychology,1956,,0
international journal of psychology,1957,,0
international journal of psychology,1958,,0
international journal of psychology,1959,,0
international journal of psychology,1960,,0
international journal of psychology,1961,,0
international journal of psychology,1962,,0
international journal of psychology,1963,,0
international journal of psychology,1964,,0
international journal of psychology,1965,,0
international journal of psychology,1966,14896,25
international journal of psychology,1967,14896,30
international journal of psychology,1968,14896,27
international journal of psychology,1969,14896,28
international journal of psychology,1970,14896,25
international journal of psychology,1971,14896,31
international journal of psychology,1972,14896,32
international journal of psychology,1973,14896,33
international journal of psychology,1974,14896,25
international journal of psychology,1975,14896,26
international journal of psychology,1976,14896,26
international journal of psychology,1977,14896,27
international journal of psychology,1978,14896,25
international journal of psychology,1979,14896,26
international journal of psychology,1980,14896,17
international journal of psychology,1981,14896,25
international journal of psychology,1982,14896,30
international journal of psychology,1983,14896,41
international journal of psychology,1984,14896,37
international journal of psychology,1985,14896,46
international journal of psychology,1986,14896,49
international journal of psychology,1987,14896,39
international journal of psychology,1988,14896,47
international journal of psychology,1989,14896,49
international journal of psychology,1990,14896,37
international journal of psychology,1991,14896,53
international journal of psychology,1992,14896,62
international journal of psychology,1993,14896,66
international journal of psychology,1994,14896,39
international journal of psychology,1995,14896,40
international journal of psychology,1996,14896,21
international journal of psychology,1997,14896,28
international journal of psychology,1998,14896,28
international journal of psychology,1999,14896,45
international journal of psychology,2000,14896,33
international journal of psychology,2001,14896,34
international journal of psychology,2002,14896,32
international journal of psychology,2003,14896,40
international journal of psychology,2004,14896,24
international journal of psychology,2005,14896,40
international journal of psychology,2006,14896,66
international journal of psychology,2007,14896,47
international journal of psychology,2008,14896,33
international journal of psychology,2009,14896,52
international journal of psychology,2010,14896,50
international journal of psychology,2011,14896,43
international journal of psychology,2012,14896,89
international journal of psychology,2013,14896,129
international journal of psychology,2014,14896,67
international journal of psychology,2015,14896,64
international journal of psychology,2016,14896,43
international journal of psychology,2017,14896,71
international journal of psychology,2018,14896,80
international journal of psychology,2019,14896,97
international journal of psychology,2020,14896,122
international journal of psychology,2021,14896,126
international journal of psychophysiology,1942,,0
international journal of psychophysiology,1943,,0
international journal of psychophysiology,1944,,0
international journal of psychophysiology,1945,,0
international journal of psychophysiology,1946,,0
international journal of psychophysiology,1947,,0
international journal of psychophysiology,1948,,0
international journal of psychophysiology,1949,,0
international journal of psychophysiology,1950,,0
international journal of psychophysiology,1951,,0
international journal of psychophysiology,1952,,0
international journal of psychophysiology,1953,,0
international journal of psychophysiology,1954,,0
international journal of psychophysiology,1955,,0
international journal of psychophysiology,1956,,0
international journal of psychophysiology,1957,,0
international journal of psychophysiology,1958,,0
international journal of psychophysiology,1959,,0
international journal of psychophysiology,1960,,0
international journal of psychophysiology,1961,,0
international journal of psychophysiology,1962,,0
international journal of psychophysiology,1963,,0
international journal of psychophysiology,1964,,0
international journal of psychophysiology,1965,,0
international journal of psychophysiology,1966,,0
international journal of psychophysiology,1967,,0
international journal of psychophysiology,1968,,0
international journal of psychophysiology,1969,,0
international journal of psychophysiology,1970,,0
international journal of psychophysiology,1971,,0
international journal of psychophysiology,1972,,0
international journal of psychophysiology,1973,,0
international journal of psychophysiology,1974,,0
international journal of psychophysiology,1975,,0
international journal of psychophysiology,1976,,0
international journal of psychophysiology,1977,,0
international journal of psychophysiology,1978,,0
international journal of psychophysiology,1979,,0
international journal of psychophysiology,1980,,0
international journal of psychophysiology,1981,,0
international journal of psychophysiology,1982,,0
international journal of psychophysiology,1983,14902,11
international journal of psychophysiology,1984,14902,45
international journal of psychophysiology,1985,14902,25
international journal of psychophysiology,1986,14902,41
international journal of psychophysiology,1987,14902,43
international journal of psychophysiology,1988,14902,41
international journal of psychophysiology,1989,14902,277
international journal of psychophysiology,1990,14902,66
international journal of psychophysiology,1991,14902,39
international journal of psychophysiology,1992,14902,63
international journal of psychophysiology,1993,14902,61
international journal of psychophysiology,1994,14902,81
international journal of psychophysiology,1995,14902,43
international journal of psychophysiology,1996,14902,73
international journal of psychophysiology,1997,14902,76
international journal of psychophysiology,1998,14902,67
international journal of psychophysiology,1999,14902,89
international journal of psychophysiology,2000,14902,93
international journal of psychophysiology,2001,14902,88
international journal of psychophysiology,2002,14902,67
international journal of psychophysiology,2003,14902,96
international journal of psychophysiology,2004,14902,69
international journal of psychophysiology,2005,14902,105
